           1  -54.115990       19.903433      0.38443089              12
   1  27  -0.004
   1  13   0.095
   1  21   0.003
   1  25  -0.151
   1  14   0.110
   1  24   0.010
   1  16   0.167
   2  16   0.187
   1  19   0.043
   1  17  -0.264
   1   1   0.004
   1   4  -0.083
  dcur_p=  8.49534795E-02  dcur_s=  0.18747711    
           2  -55.285896       8.5285645       2.2154000              10
   1  27  -0.013
   1  13  -0.111
   1  21   0.008
   1  25   0.093
   1  14  -0.001
   1  16   0.008
   1  19   0.150
   1  17  -0.140
   1   1   0.207
   1   4  -0.187
  dcur_p=  9.17296410E-02  dcur_s=   0.0000000    
           3  -90.918823      -11.958423       31.183317               8
   1  27   0.052
   2  27   0.036
   1  13  -0.106
   1  14   0.013
   1  16   0.098
   1  29   0.024
   1  17   0.010
   1  22  -0.136
  dcur_p=  6.27882853E-02  dcur_s=  3.59697342E-02
           4  -24.022978       54.444748       96.946121              12
   1  14  -0.004
   1  25   0.467
   1   1  -0.011
   2   1  -0.108
   1  13  -0.450
   1  19   0.854
   1  17   0.465
   2  17   0.677
   1  24  -0.091
   1  16  -0.285
   1  27  -0.160
   2  22  -0.624
  dcur_p=  0.30957973      dcur_s=  0.46963373    
           5  -15.341741       15.176229       70.037117              11
   1  13  -0.002
   1  27  -0.005
   1  14  -0.033
   1  29  -0.008
   1  24   0.451
   1  19   0.449
   1  16  -0.296
   1  17  -0.269
   1   1   0.047
   1   4  -0.388
   1  22   0.069
  dcur_p=  0.18341412      dcur_s=   0.0000000    
           6  -44.438828       39.798203       7.6541486               8
   1  14  -0.038
   1  29   0.044
   2  29   0.049
   1  19   0.055
   1  17  -0.188
   2  16  -0.125
   1  27   0.021
   1  22   0.264
  dcur_p=  0.10186887      dcur_s=  8.65564346E-02
           7  -17.362600       45.902229     -0.54396945               6
   1  14  -0.091
   1  25   0.162
   1   1   0.003
   1  17   0.206
   2  16  -0.254
   1  22  -0.067
  dcur_p=  0.10564382      dcur_s=  0.25429535    
           8  -62.043655       14.985062       4.0724812              15
   1  27   0.017
   2  27   0.004
   1  13   0.004
   2  13  -0.018
   1  21  -0.065
   1  25   0.072
   2  25   0.094
   1  24  -0.013
   2  24  -0.046
   2  29  -0.037
   1  16   0.227
   2  16   0.351
   2  17  -0.183
   1   1  -0.024
   2   1  -0.063
  dcur_p=  6.03118613E-02  dcur_s=  9.96369123E-02
           9  -49.785275       24.780029       22.983601              11
   1  14   0.026
   1  27  -0.001
   1  21  -0.078
   1  13   0.093
   1  25  -0.110
   1  29   0.009
   1  24   0.138
   1  16   0.101
   1   1  -0.002
   1  22  -0.080
   1   4  -0.124
  dcur_p=  6.92002997E-02  dcur_s=   0.0000000    
          10  -123.33614      -6.6989174       78.129135              20
   1  13   0.002
   2  13   0.009
   1  21  -0.056
   2  21  -0.086
   1  25   0.002
   2  25   0.010
   1  14   0.042
   2  14   0.075
   1  24   0.219
   1  29  -0.015
   2  29  -0.018
   1  16   0.150
   1  19   0.017
   2  19   0.035
   1  17  -0.017
   2  17  -0.021
   1   4  -0.020
   1   1  -0.175
   1  22  -0.214
   2  22  -0.346
  dcur_p=  7.73374215E-02  dcur_s=  7.50432014E-02
          11  -10.277451      -35.778320       51.070000              10
   1  24   0.019
   1  27  -0.006
   1  16  -0.155
   1  13   0.247
   1  17  -0.183
   1  21  -0.062
   1  25  -0.106
   1  22  -0.011
   1  14  -0.033
   1   1   0.464
  dcur_p=  0.12851353      dcur_s=   0.0000000    
          12  -53.986267       24.339308       55.270100               8
   1  13   0.133
   1  25  -0.019
   1  27  -0.026
   1  14   0.005
   1  16   0.120
   1  17  -0.254
   1   1   0.000
   1  22  -0.002
  dcur_p=  6.97524548E-02  dcur_s=   0.0000000    
          13  -45.758339      -7.1208100       1.0159210              11
   1  27   0.001
   1  13  -0.140
   1  21   0.052
   1  25   0.085
   1  24   0.078
   1  16   0.118
   1  19  -0.087
   1  17   0.004
   1   4  -0.056
   1   1  -0.028
   1  22  -0.105
  dcur_p=  6.85971975E-02  dcur_s=   0.0000000    
          14   6.2043509      -11.030518       31.397499              11
   1   4   0.019
   1  16  -0.199
   1  17  -0.176
   1  24   0.150
   1  19   0.058
   1  22   0.001
   1  13   0.171
   1  21  -0.302
   1  27  -0.028
   1   1   0.492
   1  14  -0.098
  dcur_p=  0.15412049      dcur_s=   0.0000000    
          15  -37.857674       37.102787       39.269081              13
   1  14  -0.028
   1  25   0.111
   1  21  -0.240
   1  29   0.129
   1  13   0.259
   1  27  -0.017
   1   1  -0.000
   1  19   0.174
   1  24   0.392
   1  17  -0.178
   1  16  -0.335
   1  22   0.036
   1   4  -0.533
  dcur_p=  0.18693036      dcur_s=   0.0000000    
          16  -11.019129       16.452637       96.387100              16
   1  29  -0.163
   1  25   0.039
   2  25  -0.017
   1   1   0.054
   2   1   0.008
   1  19   0.463
   2  19   0.683
   1  13   0.038
   2  13  -0.019
   1  17  -0.312
   1  22   0.065
   2  22   0.027
   1  16  -0.400
   1  24   0.509
   1   4  -0.479
   1  27   0.170
  dcur_p=  0.24480802      dcur_s=  0.15067101    
          17   18.683521      -94.450630       60.236969               9
   1   4  -0.037
   1  24  -0.013
   1  17  -0.010
   1  22   0.119
   1  19   0.037
   1  13   0.158
   1  27   0.003
   1  29  -0.070
   1  14  -0.259
  dcur_p=  7.84674734E-02  dcur_s=   0.0000000    
          18  -58.676449       17.177002       45.623299               8
   1  27   0.009
   1  14   0.023
   1  24  -0.068
   1  29  -0.030
   1  16   0.093
   1   1  -0.023
   1  22  -0.025
   1  13   0.011
  dcur_p=  3.51741314E-02  dcur_s=   0.0000000    
          19  -9.1422167       12.647584       3.4632812              13
   1  21   0.006
   2  21  -0.007
   1  25  -0.020
   2  25  -0.049
   1  13  -0.057
   2  13  -0.111
   1  19   0.223
   1  17   0.069
   2  17   0.098
   1  16  -0.089
   2  16  -0.163
   1   1  -0.116
   2   1  -0.207
  dcur_p=  8.28768536E-02  dcur_s=  0.10577738    
          20  -2.7732732      -38.466831       66.866142              13
   1   4  -0.002
   1  16   0.119
   1  24  -0.149
   1  17  -0.089
   1  13   0.252
   1  22  -0.031
   1  27  -0.019
   1  21  -0.045
   1  25  -0.101
   1  29  -0.124
   1   1  -0.004
   1  14   0.104
   1  19   0.107
  dcur_p=  8.80264863E-02  dcur_s=   0.0000000    
          21   19.117748       44.597900       1.3724999              17
   1   1  -0.056
   2   1  -0.141
   1  29  -0.008
   2  29  -0.062
   1  25   0.205
   2  25   0.290
   1  19   0.049
   2  19   0.033
   1  22  -0.045
   2  22  -0.123
   2  21  -0.059
   1  17   0.065
   2  13  -0.407
   1  16  -0.027
   2  16  -0.093
   1   4   0.246
   2   4   0.358
  dcur_p=  8.77555907E-02  dcur_s=  0.17406638    
          22   64.645615      -37.181160      -2.7364671               9
   1   4  -0.024
   1  22  -0.039
   1  17   0.125
   2  17   0.048
   1  16  -0.302
   1  19   0.360
   2  19   0.435
   1  24   0.049
   1   1  -0.144
  dcur_p=  0.14896271      dcur_s=  0.24145317    
          23   22.133623       34.116455       226.77110               6
   1  19   0.211
   1  14   0.029
   1  17   0.169
   1  13  -0.698
   1  22   0.022
   1  24   0.056
  dcur_p=  0.19767952      dcur_s=   0.0000000    
          24  0.22115350      -13.867820       7.9801245              19
   1  16   0.017
   2  16   0.009
   1  24   0.103
   2  24   0.149
   1  17  -0.088
   1  13   0.055
   2  13   0.071
   1  19  -0.032
   2  19  -0.073
   1   4   0.013
   2   4   0.001
   1  21  -0.194
   1  22  -0.118
   2  22  -0.214
   1  29   0.019
   2  29   0.012
   1  27  -0.103
   2  27  -0.190
   2   1   0.404
  dcur_p=  7.41566196E-02  dcur_s=  0.12478060    
          25  -50.728897      0.66037977       2.0362363              23
   1  27   0.062
   2  27   0.090
   1  13  -0.257
   2  13  -0.437
   1  21   0.091
   2  21   0.138
   1  24   0.057
   2  24   0.083
   1  25   0.088
   2  25   0.134
   1  16   0.093
   2  16   0.141
   1  14  -0.179
   1  29   0.156
   2  29   0.246
   1  17  -0.179
   2  17  -0.308
   1  19   0.137
   2  19   0.214
   1   4  -0.079
   2   4  -0.142
   1   1  -0.056
   2   1  -0.105
  dcur_p=  0.11955836      dcur_s=  0.18516093    
          26   48.639099      -23.992474      -1.5051897               7
   1   4  -0.119
   1  22   0.025
   2  22  -0.038
   2  17   0.137
   1  16  -0.174
   1  19   0.295
   1   1  -0.175
  dcur_p=  0.15757485      dcur_s=  8.76054764E-02
          27  -38.837318       37.319649       41.034081              13
   1  14  -0.006
   1  25   0.062
   1  21  -0.269
   1  27  -0.018
   1  13   0.285
   1  29   0.117
   1  24   0.347
   1  19   0.118
   1   1  -0.002
   1  17  -0.179
   1  16  -0.196
   1  22   0.059
   1   4  -0.490
  dcur_p=  0.16523713      dcur_s=   0.0000000    
          28  -55.689735       18.899672       48.772087              12
   1  27  -0.028
   1  21   0.001
   1  13   0.083
   1  25  -0.050
   1  29   0.000
   1  24  -0.031
   1  19   0.116
   1  16   0.178
   1  17  -0.262
   1   1  -0.011
   1   4  -0.021
   1  22   0.008
  dcur_p=  6.57701492E-02  dcur_s=   0.0000000    
          29  -40.217194       38.400391       35.531502              13
   1  14   0.011
   1  25   0.040
   1  21  -0.251
   1  29   0.044
   1  13   0.215
   1  27  -0.004
   1  24   0.427
   1  19   0.127
   1   1   0.001
   1  17  -0.199
   1  16  -0.131
   1  22   0.064
   1   4  -0.461
  dcur_p=  0.15203439      dcur_s=   0.0000000    
          30  -58.598286       8.7902756       61.708729              13
   1  27   0.210
   1  13  -0.290
   1  21   0.010
   1  25   0.049
   1  14  -0.195
   1  24  -0.028
   1  29   0.016
   1  16   0.072
   1  19   0.229
   1  17  -0.158
   1   4  -0.029
   1   1   0.032
   1  22   0.085
  dcur_p=  0.10799503      dcur_s=   0.0000000    
          31  -1.0125504       6.3999929      0.63770849              16
   1  19   0.031
   2  19   0.046
   1  17   0.009
   2  17   0.009
   1  16  -0.036
   2  16  -0.066
   1  29  -0.077
   2  29  -0.133
   2  21  -0.099
   2   4  -0.181
   1   1   0.075
   2   1   0.118
   1  24   0.273
   1  13   0.057
   2  14   0.056
   1  27  -0.091
  dcur_p=  8.12402368E-02  dcur_s=  8.86216164E-02
          32  -26.939142       6.6054997       94.137192              12
   1  27  -0.018
   1  13  -0.092
   1  24   0.132
   1  16   0.064
   1  25  -0.071
   1  17   0.005
   1  19   0.227
   1  29  -0.096
   1   4  -0.431
   1  14   0.597
   1  22  -0.277
   1   1  -0.003
  dcur_p=  0.16788363      dcur_s=   0.0000000    
          33  -45.002544      -1.5709947       33.217384              10
   1  27   0.005
   1  24  -0.025
   1  25   0.014
   1  16   0.051
   1  14  -0.157
   1  29   0.147
   1  17  -0.019
   1   4  -0.041
   1  22  -0.032
   1   1   0.061
  dcur_p=  5.52478805E-02  dcur_s=   0.0000000    
          34  -58.504158       22.905153       67.042892              11
   1  27   0.006
   1  13   0.022
   1  14   0.024
   1  25  -0.066
   1  24   0.036
   1  29   0.041
   1  16   0.058
   1  17  -0.329
   1   1   0.147
   1   4  -0.011
   1  22   0.035
  dcur_p=  7.03183115E-02  dcur_s=   0.0000000    
          35  -1.3110242       7.4206400       8.3684607              24
   1  19   0.138
   2  19   0.210
   1  21  -0.046
   2  21  -0.093
   1  25  -0.078
   2  25  -0.147
   1  17   0.009
   2  17  -0.004
   1  29  -0.021
   2  29  -0.053
   1  13   0.012
   2  13   0.002
   1  16  -0.116
   1  24   0.229
   2  24   0.360
   1  22  -0.045
   2  22  -0.092
   1   1   0.107
   2   1   0.159
   1   4  -0.153
   2   4  -0.271
   1  14   0.098
   2  14   0.144
   1  27  -0.120
  dcur_p=  9.01101902E-02  dcur_s=  0.13941608    
          36  -1.7638359       6.8564391      0.87720346              18
   1  19   0.048
   2  19   0.045
   1  25  -0.062
   2  25  -0.135
   1  17  -0.007
   2  17  -0.045
   1  13   0.053
   2  13   0.054
   1  29  -0.044
   2  29  -0.106
   1  16  -0.117
   1  24   0.260
   1  22   0.018
   2  22  -0.003
   1   1   0.145
   2   1   0.206
   2   4  -0.225
   1  27  -0.058
  dcur_p=  8.11280012E-02  dcur_s=  0.10251558    
          37  -45.286732       12.156598       67.309952               6
   1  27  -0.023
   1  13   0.298
   1  25  -0.249
   1  29   0.003
   1  17  -0.025
   1   1  -0.003
  dcur_p=  0.10015329      dcur_s=   0.0000000    
          38  -56.792347       22.590546       52.448139              13
   1  27  -0.013
   1  21  -0.037
   1  14   0.004
   1  13   0.099
   1  25   0.003
   1  29   0.039
   1  24   0.028
   1  16   0.121
   1  19   0.098
   1  17  -0.323
   1   1   0.024
   1   4  -0.110
   1  22  -0.014
  dcur_p=  7.02398717E-02  dcur_s=   0.0000000    
          39 -0.94169807       14.398438       42.348099               8
   1  21   0.041
   1  13  -0.119
   1  17   0.093
   1  24   0.212
   1  16  -0.362
   1  14   0.006
   1   1  -0.006
   1  22   0.105
  dcur_p=  0.11808521      dcur_s=   0.0000000    
          40 -0.79268062      -36.926285       60.847279              13
   1   4  -0.459
   1  16  -0.145
   1  24  -0.009
   1  17   0.046
