           6  -100.00000    
           6  -83.500000    
          16  -80.500000    
          30  -77.500000    
          50  -74.500000    
          58  -71.500000    
          74  -68.500000    
          94  -65.500000    
         125  -62.500000    
         162  -59.500000    
         196  -56.500000    
         238  -53.500000    
         287  -50.500000    
         313  -47.500000    
         329  -44.500000    
         343  -41.500000    
         370  -38.500000    
         359  -35.500000    
         312  -32.500000    
         340  -29.500000    
         353  -26.500000    
         385  -23.500000    
         337  -20.500000    
         365  -17.500000    
         337  -14.500000    
         363  -11.500000    
         368  -8.5000000    
         338  -5.5000000    
         383  -2.5000000    
         409  0.50000000    
         409   3.5000000    
         504   6.5000000    
         515   9.5000000    
         543   12.500000    
         529   15.500000    
         511   18.500000    
         501   21.500000    
         535   24.500000    
         526   27.500000    
         509   30.500000    
         499   33.500000    
         466   36.500000    
         441   39.500000    
         396   42.500000    
         378   45.500000    
         344   48.500000    
         329   51.500000    
         313   54.500000    
         283   57.500000    
         260   60.500000    
         237   63.500000    
         222   66.500000    
         205   69.500000    
         196   72.500000    
         186   75.500000    
         174   78.500000    
         169   81.500000    
         164   84.500000    
         145   87.500000    
         135   90.500000    
         120   93.500000    
          95   96.500000    
          95   100.00000    
