           8  -100.00000    
           8  -83.500000    
          13  -80.500000    
          19  -77.500000    
          27  -74.500000    
          31  -71.500000    
          40  -68.500000    
          42  -65.500000    
          47  -62.500000    
          52  -59.500000    
          58  -56.500000    
          74  -53.500000    
          82  -50.500000    
          92  -47.500000    
         121  -44.500000    
         145  -41.500000    
         203  -38.500000    
         223  -35.500000    
         241  -32.500000    
         261  -29.500000    
         275  -26.500000    
         273  -23.500000    
         252  -20.500000    
         274  -17.500000    
         271  -14.500000    
         275  -11.500000    
         275  -8.5000000    
         282  -5.5000000    
         283  -2.5000000    
         365  0.50000000    
         352   3.5000000    
         435   6.5000000    
         429   9.5000000    
         443   12.500000    
         468   15.500000    
         437   18.500000    
         445   21.500000    
         430   24.500000    
         411   27.500000    
         400   30.500000    
         477   33.500000    
         463   36.500000    
         435   39.500000    
         393   42.500000    
         392   45.500000    
         339   48.500000    
         286   51.500000    
         284   54.500000    
         262   57.500000    
         246   60.500000    
         206   63.500000    
         182   66.500000    
         159   69.500000    
         138   72.500000    
         112   75.500000    
          96   78.500000    
          89   81.500000    
          82   84.500000    
          75   87.500000    
          64   90.500000    
          59   93.500000    
          45   96.500000    
          45   100.00000    
