          10  -100.00000    
          10  -77.500000    
          21  -74.500000    
          45  -71.500000    
          55  -68.500000    
          69  -65.500000    
         103  -62.500000    
         127  -59.500000    
         143  -56.500000    
         182  -53.500000    
         217  -50.500000    
         244  -47.500000    
         274  -44.500000    
         287  -41.500000    
         304  -38.500000    
         301  -35.500000    
         264  -32.500000    
         270  -29.500000    
         270  -26.500000    
         275  -23.500000    
         214  -20.500000    
         257  -17.500000    
         248  -14.500000    
         231  -11.500000    
         220  -8.5000000    
         203  -5.5000000    
         237  -2.5000000    
         225  0.50000000    
         252   3.5000000    
         305   6.5000000    
         318   9.5000000    
         348   12.500000    
         361   15.500000    
         406   18.500000    
         438   21.500000    
         460   24.500000    
         435   27.500000    
         444   30.500000    
         398   33.500000    
         387   36.500000    
         361   39.500000    
         343   42.500000    
         325   45.500000    
         324   48.500000    
         300   51.500000    
         277   54.500000    
         262   57.500000    
         235   60.500000    
         230   63.500000    
         216   66.500000    
         216   69.500000    
         205   72.500000    
         201   75.500000    
         184   78.500000    
         164   81.500000    
         155   84.500000    
         136   87.500000    
         123   90.500000    
         102   93.500000    
          81   96.500000    
          81   100.00000    
