          11  -100.00000    
          11  -89.500000    
          17  -86.500000    
          23  -83.500000    
          29  -80.500000    
          41  -77.500000    
          49  -74.500000    
          59  -71.500000    
          69  -68.500000    
          80  -65.500000    
          94  -62.500000    
         118  -59.500000    
         138  -56.500000    
         172  -53.500000    
         208  -50.500000    
         217  -47.500000    
         251  -44.500000    
         262  -41.500000    
         332  -38.500000    
         378  -35.500000    
         419  -32.500000    
         443  -29.500000    
         480  -26.500000    
         471  -23.500000    
         450  -20.500000    
         473  -17.500000    
         462  -14.500000    
         508  -11.500000    
         527  -8.5000000    
         514  -5.5000000    
         500  -2.5000000    
         562  0.50000000    
         556   3.5000000    
         609   6.5000000    
         601   9.5000000    
         609   12.500000    
         620   15.500000    
         612   18.500000    
         601   21.500000    
         547   24.500000    
         519   27.500000    
         493   30.500000    
         579   33.500000    
         590   36.500000    
         547   39.500000    
         490   42.500000    
         510   45.500000    
         453   48.500000    
         397   51.500000    
         384   54.500000    
         355   57.500000    
         324   60.500000    
         288   63.500000    
         245   66.500000    
         219   69.500000    
         187   72.500000    
         160   75.500000    
         135   78.500000    
         130   81.500000    
         120   84.500000    
         104   87.500000    
          92   90.500000    
          85   93.500000    
          63   96.500000    
          63   100.00000    
