          10  -100.00000    
          10  -89.500000    
          14  -86.500000    
          22  -83.500000    
          27  -80.500000    
          43  -77.500000    
          54  -74.500000    
          60  -71.500000    
          60  -68.500000    
          83  -65.500000    
         118  -62.500000    
         143  -59.500000    
         172  -56.500000    
         213  -53.500000    
         241  -50.500000    
         281  -47.500000    
         301  -44.500000    
         360  -41.500000    
         353  -38.500000    
         385  -35.500000    
         403  -32.500000    
         364  -29.500000    
         402  -26.500000    
         407  -23.500000    
         434  -20.500000    
         415  -17.500000    
         382  -14.500000    
         356  -11.500000    
         397  -8.5000000    
         415  -5.5000000    
         431  -2.5000000    
         434  0.50000000    
         510   3.5000000    
         507   6.5000000    
         515   9.5000000    
         517   12.500000    
         505   15.500000    
         531   18.500000    
         501   21.500000    
         498   24.500000    
         464   27.500000    
         381   30.500000    
         336   33.500000    
         315   36.500000    
         303   39.500000    
         303   42.500000    
         299   45.500000    
         288   48.500000    
         270   51.500000    
         270   54.500000    
         269   57.500000    
         255   60.500000    
         248   63.500000    
         246   66.500000    
         229   69.500000    
         213   72.500000    
         202   75.500000    
         185   78.500000    
         169   81.500000    
         169   84.500000    
         154   87.500000    
         138   90.500000    
         125   93.500000    
         109   96.500000    
         109   100.00000    
