 -0.61992300      0.58047688     -0.64351833      0.16645025    
 -0.41163036      0.89288104      0.11732513      7.85922185E-02
 -0.41995421      0.21223547      0.54597098     -4.01977310E-03
  0.67736369     -0.48028731     -0.57015771     -5.43045998E-02
 -2.01836750E-02  0.51888371     -0.25780895      6.34874701E-02
 -0.22404183     -0.10162733      0.62257284      4.74167913E-02
  0.48335770      0.32374778      6.11914396E-02  6.07634857E-02
 -0.24079034     -8.73039588E-02  0.45055392      4.40126937E-03
 -0.36034164      0.29069856      0.13716148      1.49966115E-02
 -0.86529970     -0.35963786     -0.66209537      5.43519035E-02
  0.38904479      0.59478110      0.81936890      6.81127980E-02
  0.21671468      0.24904637      0.11106752     -3.04863043E-02
  0.12314422      3.15968767E-02  0.16076148      1.22585194E-02
   1.4283813      7.90842250E-02   1.0871350      0.16337341    
 -0.17265654      0.29247546     -0.57242292      2.84973159E-03
 -0.38836500     -0.42359486      -1.6813654     -8.69925544E-02
  0.21934439     -0.16177081     -0.37448275     -2.23491918E-02
 -1.40392780E-03  0.53445715      1.60300769E-02 -1.82840824E-02
  0.88678497     -0.69123191      -1.6385777     -8.30073282E-02
 -0.17866857      0.19278219      0.14337750      2.38152710E-03
 -0.41749021      0.90345502      0.72131526      0.15272251    
  0.12588920     -5.23131117E-02 -7.44481906E-02 -3.01821548E-02
  0.64934409      0.39381477     -7.39385188E-02 -1.41689070E-02
  0.62939388     -0.31620470      1.67169049E-03  1.61375925E-02
 -0.25248131     -0.14044601      0.48599315      3.29353958E-02
  6.17468134E-02  7.57206082E-02  0.11880225     -0.12803346    
 -0.11766734      0.19815175     -0.29454949      1.46660386E-02
  0.29340637      0.14683814      0.23142333     -3.96813117E-02
 -0.29549968     -6.67450652E-02 -5.88848926E-02  2.21735016E-02
  0.38195884     -0.75048393      0.52100784      1.09543018E-02
 -0.45786336     -0.48376808      0.27795652      3.95247750E-02
 -0.99623573       2.6789341     -0.15470257      0.10183930    
  0.84162974     -2.34425291E-02  0.64278859     -1.25505207E-02
  0.37036327      0.76673985      0.34611109     -1.62905362E-02
 -0.36001617     -7.90440291E-02 -0.16102950      4.15715277E-02
 -0.49481949     -0.15285300      0.50806248      5.78948259E-02
  0.29749289     -0.70603275      0.12971584     -1.66771095E-02
  7.68937320E-02  0.63353938     -8.22967738E-02 -3.28230821E-02
 -0.15650830      0.60933566     -0.17921023      3.29798572E-02
 -0.70904356       1.1925087      0.43792269     -3.94880623E-02
 -0.19923091     -0.32452327     -8.59687477E-02  5.79913817E-02
   1.5127029     -0.89749485     -0.56121981     -0.11192015    
  -1.5938585      0.12281522     -2.55534388E-02  3.96321863E-02
 -0.66372567     -0.52406919     -0.64494300      0.10992865    
 -0.12987772       1.4096400      0.97222352      7.14470223E-02
 -0.49396226      3.59650739E-02 -0.15155554      4.62687984E-02
  0.48016632     -0.43113351      0.38409030     -6.29575253E-02
 -0.75265956       1.3012021      9.12259296E-02  0.10269401    
 -0.68868077      0.93053502     -0.88415247     -4.68928069E-02
  0.13112496      0.25451648      0.10006960     -2.68116631E-02
 -8.54603723E-02 -0.76513797      0.10936744      3.72743467E-03
  0.36096275      0.39618430      4.23965715E-02  5.25571629E-02
  0.32362467       1.1453592      0.96451443      4.34343256E-02
 -0.78364450     -0.10099025      0.13675201      5.97915538E-02
  2.20190138E-02  0.65812713     -0.37620312      4.82450835E-02
  0.26041812     -6.87233806E-02  0.49610358      1.09882085E-02
 -0.13204414     -0.10067773      0.51970756      3.41101214E-02
  0.21466553      9.97458845E-02  0.16316575     -1.19092865E-02
  5.01866126E-03  0.66725600     -2.27681585E-02  3.11801862E-02
  5.29181808E-02  0.47866514      0.26801023     -1.78089365E-02
 -8.05754140E-02  8.29698965E-02 -3.17058302E-02  3.66474912E-02
  0.68321395     -0.93241894      0.62550950     -3.91233712E-04
  0.25644705      0.24117061      0.11571056     -3.60713601E-02
  0.69446427      0.40508705       1.2413599      4.22304869E-03
  0.69997895      0.57634652      0.37210980      2.39571417E-03
  0.14899012      -1.2110066     -0.64841300      5.71788773E-02
  0.11751803     -0.60169977     -0.19342676      5.55203483E-02
 -0.22185358     -0.53381950      0.58555239      2.13156287E-02
 -0.68415105      -2.0143180      0.14958125      0.11080085    
 -0.27449489     -0.62298584      0.29279846     -2.67658811E-02
  4.75800671E-02  0.35798311      0.13599984     -1.13057140E-02
  0.24256465     -0.43395257      0.25693321      4.89250012E-02
  0.45015788      0.14784311      0.68341327      1.27442349E-02
 -0.21565790      9.33665410E-02 -6.59077615E-02  3.97631563E-02
 -0.55590689     -0.46376455      3.41433324E-02  6.14888668E-02
 -0.38737395     -0.18143761     -0.28421360      5.67208119E-02
 -0.38792810     -0.41991261      0.28063732      6.87209964E-02
 -0.20079519     -0.55406398      1.13923335E-02  7.28402734E-02
 -0.27701229     -0.84039414     -0.33251157      2.00337283E-02
 -0.20123638     -0.34208697     -0.30367017     -3.24053280E-02
 -0.78819311      4.77862805E-02   1.2072126      3.98708098E-02
 -0.22893804     -0.82599503      0.14121170      5.73810153E-02
 -0.30057648      0.16865459      0.79740232      1.47212530E-02
 -2.93724760E-02 -0.17871501     -0.39131755     -2.72168033E-03
 -0.19673833     -0.20563538     -0.22531168      2.90789604E-02
  0.88589162      0.42798951     -0.15408866      1.97364837E-02
 -0.85222971     -0.89519930      0.72527164      0.12083533    
   1.3905187      0.78738809     -0.55159223      4.65515163E-03
  -1.2759659      0.96744663      0.34610680      4.20138948E-02
 -0.49740282     -0.61954945      0.39556885      1.17948381E-02
  0.34598619     -0.58031136     -0.23948258     -0.13644883    
  4.74356078E-02  0.22359411     -9.25923139E-03 -6.27170578E-02
  0.12709662      0.29421476      3.09506338E-02 -4.28227931E-02
   1.0383868     -0.32250100      0.90745562     -1.80110540E-02
  9.87957641E-02  0.16904309      0.15134189     -3.57366353E-02
 -0.18124722     -0.41479838     -0.19806063     -6.64150924E-04
  0.22196223       1.4323035     -0.86671531      2.88464557E-02
  0.25097728      0.35805142     -5.04866466E-02  4.30855565E-02
 -0.45807090      0.50684828      0.24540487     -5.85924182E-03
  0.92734843      0.67020094      0.75464082      3.65251079E-02
 -0.16003829      0.78954601     -0.28437483      2.58058328E-02
  0.17952076     -0.23258682      0.18602926     -3.58153991E-02
  0.38354021     -4.13561873E-02 -0.31726152      5.16123101E-02
  0.30719629      3.36938873E-02 -0.35927239      6.46955818E-02
  0.48354733      3.78817916E-02 -0.27395761      7.27571845E-02
  0.29553255      5.42045049E-02 -0.32262543      5.54791726E-02
  0.31023157      2.96161883E-02 -0.35020858      6.44629821E-02
  0.29557824      1.76893659E-02 -0.32057130      6.95727021E-02
  0.29566237     -8.37422349E-03 -0.32409346      6.90905750E-02
  0.19080502      0.35432607     -0.28937697      5.79129532E-02
  0.51555550     -0.22899404     -0.32067031      4.53195572E-02
  0.30210713      3.48218270E-02 -0.36512014      6.49510100E-02
  0.53801399      0.59881818      4.75147963E-02  7.51716923E-03
  0.94305617      0.28257248     -0.73305583     -6.85019046E-02
  0.36480781      0.33056822     -0.29838982      3.63989943E-03
  0.67443663      0.11865682      7.64599070E-02  4.63919155E-02
  0.32521600      0.12596519     -0.40263775      4.49491329E-02
  0.67586845     -0.62685961     -0.84045851      2.02659629E-02
  0.47096279      0.19978440     -0.33802521     -2.23536883E-03
  0.61102277      3.12564149E-02 -0.24467434      3.97113189E-02
  0.87427175     -1.75880305E-02 -0.26479298      1.33027276E-02
  0.54014409     -8.21064264E-02 -0.46674207      2.73325127E-02
  0.65463662      7.77600631E-02  0.74634337     -2.78426032E-03
 -3.95764550E-03  0.55941308     -0.32281619      1.72953941E-02
  0.30101487      6.94417655E-02 -0.48690191      4.08660434E-02
