           8
  -100.00000      -5.0000000               0           1
  -100.00000       150.00000               0           1
   21.500000      -5.0000000               0           1
   21.500000       150.00000               0           1
   27.500000      -5.0000000               0           1
   27.500000       150.00000               0           1
   100.00000      -5.0000000               0           1
   100.00000       150.00000               0           1
           8
  -100.00000      -5.0000000               0           1
  -100.00000       150.00000               0           1
   21.500000      -5.0000000               0           1
   21.500000       150.00000               0           1
   27.500000      -5.0000000               0           1
   27.500000       150.00000               0           1
   100.00000      -5.0000000               0           1
   100.00000       150.00000               0           1
          13
  -100.00000      -5.0000000               0           1
  -100.00000       150.00000               0           1
   18.500000      -5.0000000               0           1
   18.500000       137.20062               1           1
   18.500000       140.80066               2           1
   18.500000       150.00000               0           1
   24.500000      -5.0000000               0           1
   24.500000       133.00058               3           1
   24.500000       136.00061               4           1
   24.500000       139.30064               5           1
   24.500000       150.00000               0           1
   100.00000      -5.0000000               0           1
   100.00000       150.00000               0           1
          19
  -100.00000      -5.0000000               0           1
  -100.00000       150.00000               0           1
   15.500000      -5.0000000               0           1
   15.500000       127.90054               6           1
   15.500000       150.00000               0           1
   18.500000      -5.0000000               0           1
   18.500000       143.80069               7           1
   18.500000       150.00000               0           1
   21.500000      -5.0000000               0           1
   21.500000       150.00000               0           1
   24.500000      -5.0000000               0           1
   24.500000       124.60050               8           1
   24.500000       128.20053               9           1
   24.500000       150.00000               0           1
   30.500000      -5.0000000               0           1
   30.500000       142.30067              10           1
   30.500000       150.00000               0           1
   100.00000      -5.0000000               0           1
   100.00000       150.00000               0           1
          27
  -100.00000      -5.0000000               0           1
  -100.00000       150.00000               0           1
   12.500000      -5.0000000               0           1
   12.500000       118.00043              11           1
   12.500000       150.00000               0           1
   15.500000      -5.0000000               0           1
   15.500000       136.60062              12           1
   15.500000       150.00000               0           1
   18.500000      -5.0000000               0           1
   18.500000       150.00000               0           1
   21.500000      -5.0000000               0           1
   21.500000       116.20042              13           1
   21.500000       136.30061              14           1
   21.500000       142.00067              15           1
   21.500000       150.00000               0           1
   24.500000      -5.0000000               0           1
   24.500000       150.00000               0           1
   27.500000      -5.0000000               0           1
   27.500000       142.90068              16           1
   27.500000       150.00000               0           1
   30.500000      -5.0000000               0           1
   30.500000       134.50060              17           1
   30.500000       150.00000               0           1
   33.500000      -5.0000000               0           1
   33.500000       150.00000               0           1
   100.00000      -5.0000000               0           1
   100.00000       150.00000               0           1
          31
  -100.00000      -5.0000000               0           1
  -100.00000       150.00000               0           1
   9.5000000      -5.0000000               0           1
   9.5000000       109.00034              18           1
   9.5000000       150.00000               0           1
   12.500000      -5.0000000               0           1
   12.500000       150.00000               0           1
   15.500000      -5.0000000               0           1
   15.500000       150.00000               0           1
   18.500000      -5.0000000               0           1
   18.500000       133.00058              19           1
   18.500000       140.20065              20           1
   18.500000       150.00000               0           1
   21.500000      -5.0000000               0           1
   21.500000       106.60032              21           1
   21.500000       137.50063              22           1
   21.500000       150.00000               0           1
   24.500000      -5.0000000               0           1
   24.500000       143.50069              23           1
   24.500000       150.00000               0           1
   27.500000      -5.0000000               0           1
   27.500000       133.60059              24           1
   27.500000       142.00067              25           1
   27.500000       150.00000               0           1
   30.500000      -5.0000000               0           1
   30.500000       150.00000               0           1
   33.500000      -5.0000000               0           1
   33.500000       140.20065              26           1
   33.500000       150.00000               0           1
   100.00000      -5.0000000               0           1
   100.00000       150.00000               0           1
          40
  -100.00000      -5.0000000               0           1
  -100.00000       150.00000               0           1
  -32.500000      -5.0000000               0           1
  -32.500000       19.899996              27           1
  -32.500000       150.00000               0           1
   6.5000000      -5.0000000               0           1
   6.5000000       99.400246              28           1
   6.5000000       150.00000               0           1
   12.500000      -5.0000000               0           1
   12.500000       125.20051              29           1
   12.500000       150.00000               0           1
   15.500000      -5.0000000               0           1
   15.500000       141.40067              30           1
   15.500000       150.00000               0           1
   18.500000      -5.0000000               0           1
   18.500000       94.300194              31           1
   18.500000       123.10049              32           1
   18.500000       128.50053              33           1
   18.500000       150.00000               0           1
   21.500000      -5.0000000               0           1
   21.500000       133.90059              34           1
   21.500000       143.20068              35           1
   21.500000       150.00000               0           1
   24.500000      -5.0000000               0           1
   24.500000       150.00000               0           1
   27.500000      -5.0000000               0           1
   27.500000       121.90047              36           1
   27.500000       129.70055              37           1
   27.500000       138.40063              38           1
   27.500000       143.80069              39           1
   27.500000       150.00000               0           1
   30.500000      -5.0000000               0           1
   30.500000       143.50069              40           1
   30.500000       150.00000               0           1
   33.500000      -5.0000000               0           1
   33.500000       134.80060              41           1
   33.500000       140.80066              42           1
   33.500000       150.00000               0           1
   100.00000      -5.0000000               0           1
   100.00000       150.00000               0           1
          42
  -100.00000      -5.0000000               0           1
  -100.00000       150.00000               0           1
  -32.500000      -5.0000000               0           1
  -32.500000       18.400000              43           1
  -32.500000       150.00000               0           1
   3.5000000      -5.0000000               0           1
   3.5000000       150.00000               0           1
   9.5000000      -5.0000000               0           1
   9.5000000       150.00000               0           1
   12.500000      -5.0000000               0           1
   12.500000       150.00000               0           1
