          10  -100.00000    
          10  -89.500000    
          12  -86.500000    
          16  -83.500000    
          24  -80.500000    
          34  -77.500000    
          43  -74.500000    
          58  -71.500000    
          62  -68.500000    
          84  -65.500000    
         107  -62.500000    
         135  -59.500000    
         155  -56.500000    
         186  -53.500000    
         213  -50.500000    
         240  -47.500000    
         245  -44.500000    
         260  -41.500000    
         242  -38.500000    
         253  -35.500000    
         243  -32.500000    
         231  -29.500000    
         262  -26.500000    
         260  -23.500000    
         274  -20.500000    
         245  -17.500000    
         264  -14.500000    
         258  -11.500000    
         266  -8.5000000    
         254  -5.5000000    
         260  -2.5000000    
         262  0.50000000    
         302   3.5000000    
         300   6.5000000    
         289   9.5000000    
         304   12.500000    
         315   15.500000    
         327   18.500000    
         305   21.500000    
         284   24.500000    
         283   27.500000    
         242   30.500000    
         196   33.500000    
         234   36.500000    
         226   39.500000    
         225   42.500000    
         215   45.500000    
         209   48.500000    
         206   51.500000    
         205   54.500000    
         205   57.500000    
         190   60.500000    
         190   63.500000    
         187   66.500000    
         176   69.500000    
         167   72.500000    
         163   75.500000    
         143   78.500000    
         136   81.500000    
         136   84.500000    
         127   87.500000    
         109   90.500000    
          97   93.500000    
          82   96.500000    
          82   100.00000    
