           9  -100.00000    
           9  -77.500000    
          18  -74.500000    
          29  -71.500000    
          37  -68.500000    
          45  -65.500000    
          53  -62.500000    
          69  -59.500000    
          77  -56.500000    
          89  -53.500000    
         115  -50.500000    
         153  -47.500000    
         176  -44.500000    
         183  -41.500000    
         222  -38.500000    
         239  -35.500000    
         252  -32.500000    
         236  -29.500000    
         222  -26.500000    
         257  -23.500000    
         243  -20.500000    
         246  -17.500000    
         220  -14.500000    
         215  -11.500000    
         221  -8.5000000    
         229  -5.5000000    
         215  -2.5000000    
         237  0.50000000    
         247   3.5000000    
         299   6.5000000    
         303   9.5000000    
         339   12.500000    
         360   15.500000    
         356   18.500000    
         409   21.500000    
         501   24.500000    
         461   27.500000    
         449   30.500000    
         472   33.500000    
         435   36.500000    
         393   39.500000    
         360   42.500000    
         314   45.500000    
         269   48.500000    
         266   51.500000    
         260   54.500000    
         247   57.500000    
         220   60.500000    
         195   63.500000    
         165   66.500000    
         147   69.500000    
         117   72.500000    
         102   75.500000    
         103   78.500000    
          89   81.500000    
          73   84.500000    
          78   87.500000    
          72   90.500000    
          59   93.500000    
          46   96.500000    
          46   100.00000    
